nb_pieces,lien,titre,surface,nb_chambres,annee_constr,nb_features_int,features_int,features_ext,terrain,prix,type,villes,piscine,place_parking,cuisine_amenagee,ascenseur,sous_sol,balcons,terrasses,caves,garages
1,https://www.laforet.com/agence-immobiliere/paris6/acheter/paris-05/appartement-1-piece-21461397,Appartement T1 pres de Paris 05,31,1,0,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,479000,Appartement,Paris 05,0,0,1,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/villemur/acheter/villemur-sur-tarn/maison-4-pieces-21461371,Maison T4 pres de Villemur-sur-Tarn,85,3,2003,0,,,1,239000,Maison,Villemur-sur-Tarn,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/vandoeuvrelesnancy/acheter/vandoeuvre-les-nancy/appartement-5-pieces-21461355,Appartement T5 pres de VandÅuvre-les-Nancy,95,4,0,0,,,0,171200,Appartement,VandÅuvre-les-Nancy,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/saint-malo-parame/acheter/saint-malo/appartement-3-pieces-21461328,Appartement T3 Saint-Malo,60,2,2013,4,"Cuisine Amenagee/equipee, Avec ascenseur",,0,335360,Appartement,Saint-Malo,0,0,1,1,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-14/appartement-1-piece-21461269,Appartement T1 Paris 14,29,1,0,6,"Cuisine Kitchenet, Avec ascenseur, 1 balcon(s)",,0,298000,Appartement,Paris 14,0,0,0,1,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris16auteuil/acheter/paris-16/appartement-3-pieces-21461225,Appartement T3 Paris 16,74,2,1999,4,"Avec ascenseur, 1 cave(s)",,0,863000,Appartement,Paris 16,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/challes-les-eaux/acheter/challes-les-eaux/appartement-4-pieces-21461141,Appartement T4 Challes-les-Eaux,84,3,1978,10,"Cuisine Amenagee/equipee, 1 balcon(s), 1 terrasse(s), 1 cave(s), Avec sous-sol",,0,257000,Appartement,Challes-les-Eaux,0,0,1,0,1,1,1,1,0
5,https://www.laforet.com/agence-immobiliere/epinalterrelorraine/acheter/epinal/maison-5-pieces-21461091,Maison T5 apinal,102,3,0,6,"Cuisine Ouverte, 1 cave(s), Avec sous-sol",,1,194600,Maison,apinal,0,0,0,0,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/lekremlin/acheter/paris-20/appartement-3-pieces-21461083,Appartement T3 Paris 20,64,2,1975,8,"Cuisine Independante, Avec ascenseur, 1 terrasse(s), 1 cave(s)",,0,599000,Appartement,Paris 20,0,0,0,1,0,0,1,1,0
2,https://www.laforet.com/agence-immobiliere/nice-port/acheter/nice/appartement-2-pieces-21461027,Appartement T2 Nice,32,1,0,0,,,0,312700,Appartement,Nice,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/levallois/acheter/paris-15/appartement-2-pieces-21460970,Appartement T2 Paris 15,41,1,0,2,2 cave(s),,0,460000,Appartement,Paris 15,0,0,0,0,0,0,0,2,0
5,https://www.laforet.com/agence-immobiliere/nerac/acheter/lavardac/maison-5-pieces-21460906,Maison T5 pres de Lavardac,131,3,0,4,"Cuisine Amenagee, 1 terrasse(s)",,1,170500,Maison,Lavardac,0,0,1,0,0,0,1,0,0
5,https://www.laforet.com/agence-immobiliere/douai/acheter/goeulzin/maison-5-pieces-21460894,Maison T5 GÅulzin,140,3,1960,8,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,235400,Maison,GÅulzin,0,0,1,0,0,0,1,1,1
4,https://www.laforet.com/agence-immobiliere/colombes/acheter/colombes/appartement-4-pieces-21460886,Appartement T4 Colombes,83,3,2022,4,"Avec ascenseur, 1 balcon(s)",,0,480000,Appartement,Colombes,0,0,0,1,0,1,0,0,0
6,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/pont-du-chateau/maison-6-pieces-21460885,Maison T6 Pont-du-Cha¢teau,159,4,1950,4,"1 cave(s), 1 garage(s)",,0,199500,Maison,Pont-du-Cha¢teau,0,0,0,0,0,0,0,1,1
3,https://www.laforet.com/agence-immobiliere/fougeres/acheter/fougeres/appartement-3-pieces-21460884,Appartement T3 Fougeres,72,2,1960,6,"Cuisine Amenagee/equipee, 1 balcon(s), 1 cave(s)",,1,163500,Appartement,Fougeres,0,0,1,0,0,1,0,1,0
6,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/caudebec-les-elbeuf/maison-6-pieces-21460874,Maison T6 Caudebec-les-Elbeuf,112,4,0,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,218500,Maison,Caudebec-les-Elbeuf,0,0,0,0,0,0,1,1,1
2,https://www.laforet.com/agence-immobiliere/paris11nation/acheter/paris-11/appartement-2-pieces-21460861,Appartement T2 pres de Paris 11,37,1,0,0,,,0,395000,Appartement,Paris 11,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/plerin/acheter/ploufragan/maison-5-pieces-21460857,Maison T5 Ploufragan,105,2,0,0,,,1,209490,Maison,Ploufragan,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/boulogne-billancourt/appartement-1-piece-21460842,Appartement T1 Boulogne-Billancourt,12,1,0,4,"Cuisine Kitchenet, Avec ascenseur",,0,112500,Appartement,Boulogne-Billancourt,0,0,0,1,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/orvault/acheter/nantes/appartement-1-piece-21460783,Appartement T1 pres de Nantes,21,1,0,4,"Cuisine Equipee, 1 cave(s)",,0,104280,Appartement,Nantes,0,0,0,0,0,0,0,1,0
9,https://www.laforet.com/agence-immobiliere/gaillac/acheter/montans/maison-9-pieces-21460767,Maison T9 pres de Montans,293,5,0,2,Cuisine Independante,,1,295000,Maison,Montans,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris-4-arsenal/acheter/saint-mande/appartement-2-pieces-21460695,Appartement T2 pres de Saint-Mande,41,1,1920,4,"Cuisine Amenagee, Avec ascenseur",,0,385000,Appartement,Saint-Mande,0,0,1,1,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/orvault/acheter/saint-sebastien-sur-loire/appartement-2-pieces-21460691,Appartement T2 pres de Saint-Sebastien-sur-Loire,53,1,1974,8,"Cuisine Amenagee/equipee, 1 balcon(s), 1 cave(s), Avec sous-sol",,0,175725,Appartement,Saint-Sebastien-sur-Loire,0,0,1,0,1,1,0,1,0
5,https://www.laforet.com/agence-immobiliere/libourne/acheter/libourne/maison-5-pieces-21460663,Maison T5 pres de Libourne,89,3,2004,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,301000,Maison,Libourne,0,0,1,0,0,0,1,0,0
2,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/rouen/appartement-2-pieces-21460472,Appartement T2 Rouen,44,1,0,2,1 balcon(s),,0,160000,Appartement,Rouen,0,0,0,0,0,1,0,0,0
4,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/saint-pierre-les-elbeuf/maison-4-pieces-21460469,Maison T4 Saint-Pierre-les-Elbeuf,85,3,0,6,"Cuisine Amenagee/equipee, 1 cave(s), Avec sous-sol",,1,189000,Maison,Saint-Pierre-les-Elbeuf,0,0,1,0,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/notre-dame-de-bondeville/appartement-3-pieces-21460468,Appartement T3 Notre-Dame-de-Bondeville,63,2,2012,6,"Cuisine Independante, Avec ascenseur, 1 balcon(s)",,0,148000,Appartement,Notre-Dame-de-Bondeville,0,0,0,1,0,1,0,0,0
5,https://www.laforet.com/agence-immobiliere/sucy/acheter/sucy-en-brie/maison-5-pieces-21460465,Maison T5 Sucy-en-Brie,93,3,1959,6,"1 terrasse(s), 1 cave(s), Avec sous-sol",,1,369000,Maison,Sucy-en-Brie,0,0,0,0,1,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/paris18marxdormoy/acheter/paris-18/appartement-4-pieces-21460445,Appartement T4 Paris 18,69,3,0,4,"Cuisine Ouverte, 2 cave(s)",,0,550000,Appartement,Paris 18,0,0,0,0,0,0,0,2,0
1,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-18/appartement-1-piece-21460441,Appartement T1 Paris 18,25,1,0,4,"Cuisine Ouverte, 1 cave(s)",,0,243000,Appartement,Paris 18,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris17levis/acheter/paris-17/appartement-1-piece-21460440,Appartement T1 Paris 17,32,1,1970,4,"Avec ascenseur, 1 cave(s)",,0,372500,Appartement,Paris 17,0,0,0,1,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/falaise/acheter/falaise/appartement-1-piece-21460429,Appartement T1 pres de Falaise,19,1,0,0,,,0,32900,Appartement,Falaise,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/sarcelles/acheter/garges-les-gonesse/appartement-2-pieces-21460405,Appartement T2 Garges-les-Gonesse,44,1,2012,2,Avec ascenseur,,0,160000,Appartement,Garges-les-Gonesse,0,0,0,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/rochefort/acheter/saint-georges-du-bois/maison-3-pieces-21460342,Maison T3 Saint-Georges-du-Bois,66,2,1980,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,1,163525,Maison,Saint-Georges-du-Bois,0,0,1,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/massy/acheter/massy/maison-5-pieces-21460291,Maison T5 Massy,152,3,2006,4,"Cuisine Independante, 1 terrasse(s)",,1,630000,Maison,Massy,0,0,0,0,0,0,1,0,0
1,https://www.laforet.com/agence-immobiliere/saint-maur/acheter/saint-maur-des-fosses/appartement-1-piece-21460272,Appartement T1 Saint-Maur-des-Fosses,25,1,1965,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,183000,Appartement,Saint-Maur-des-Fosses,0,0,0,1,0,1,0,1,0
7,https://www.laforet.com/agence-immobiliere/albi-fac/acheter/albi/maison-7-pieces-21460225,Maison T7 pres de Albi,160,5,1970,4,"2 terrasse(s), 1 garage(s)",Avec piscine,1,370000,Maison,Albi,1,0,0,0,0,0,2,0,1
4,https://www.laforet.com/agence-immobiliere/lagarennecolombes/acheter/la-garenne-colombes/maison-4-pieces-21460218,Maison T4 La Garenne-Colombes,74,2,1930,6,"Cuisine Independante, 1 terrasse(s), Avec sous-sol",,0,630000,Maison,La Garenne-Colombes,0,0,0,0,1,0,1,0,0
5,https://www.laforet.com/agence-immobiliere/fecamp/acheter/caudebec-en-caux/maison-5-pieces-21460182,Maison T5 pres de CAUDEBEC EN CAUX,98,4,0,0,,,1,175000,Maison,CAUDEBEC EN CAUX,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/biarritz/acheter/biarritz/maison-6-pieces-21460179,Maison T6 Biarritz,182,5,1975,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,1197800,Maison,Biarritz,0,0,0,0,0,0,1,1,1
5,https://www.laforet.com/agence-immobiliere/nerac/acheter/nerac/appartement-5-pieces-21460176,Appartement T5 pres de Nerac,126,4,0,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,0,99000,Appartement,Nerac,0,0,1,0,0,0,1,0,0
2,https://www.laforet.com/agence-immobiliere/saussetlespins/acheter/ensues-la-redonne/appartement-2-pieces-21460143,Appartement T2 Ensues-la-Redonne,35,1,0,2,Cuisine Amenagee/equipee,,0,187000,Appartement,Ensues-la-Redonne,0,0,1,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/thionville/acheter/florange/appartement-3-pieces-21460068,Appartement T3 Florange,54,2,0,2,Cuisine Amenagee/equipee,,0,129900,Appartement,Florange,0,0,1,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/saintgenislaval/acheter/saint-genis-laval/maison-7-pieces-21460062,Maison T7 Saint-Genis-Laval,150,5,0,6,"1 terrasse(s), 1 cave(s), 1 garage(s)",,1,555000,Maison,Saint-Genis-Laval,0,0,0,0,0,0,1,1,1
8,https://www.laforet.com/agence-immobiliere/lorient/acheter/lorient/maison-8-pieces-21459970,Maison T8 pres de Lorient,173,5,0,4,"1 terrasse(s), 1 garage(s)",,1,525000,Maison,Lorient,0,0,0,0,0,0,1,0,1
2,https://www.laforet.com/agence-immobiliere/alfortville/acheter/alfortville/appartement-2-pieces-21459969,Appartement T2 Alfortville,42,1,1920,4,"Cuisine Americaine, 1 cave(s)",,0,225000,Appartement,Alfortville,0,0,0,0,0,0,0,1,0
6,https://www.laforet.com/agence-immobiliere/maisonsalfort/acheter/maisons-alfort/maison-6-pieces-21459948,Maison T6 Maisons-Alfort,120,4,1980,4,"Cuisine Independante, Avec sous-sol",,1,795000,Maison,Maisons-Alfort,0,0,0,0,1,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/saintlaurentduvar/acheter/saint-laurent-du-var/appartement-2-pieces-21459911,Appartement T2 pres de Saint-Laurent-du-Var,46,1,1981,6,"Cuisine Americaine, Avec ascenseur, Meuble",Avec piscine,0,102000,Appartement,Saint-Laurent-du-Var,1,0,0,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/pontivy/acheter/rohan/maison-3-pieces-21459908,Maison T3 Rohan,115,1,1820,0,,,1,75950,Maison,Rohan,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/nogent/acheter/val-de-meuse/maison-4-pieces-21459781,Maison T4 pres de Val-de-Meuse,92,3,1971,10,"Cuisine Amenagee/equipee, 1 balcon(s), 1 terrasse(s), Avec sous-sol, 1 garage(s)",,1,129000,Maison,Val-de-Meuse,0,0,1,0,1,1,1,0,1
5,https://www.laforet.com/agence-immobiliere/arles/acheter/maillane/maison-5-pieces-21459736,Maison T5 Maillane,245,4,1015,0,,,1,787500,Maison,Maillane,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/bordeaux-saint-seurin/acheter/bordeaux/appartement-6-pieces-21459704,Appartement T6 Bordeaux,132,4,1950,10,"Cuisine Amenagee, Avec ascenseur, 2 balcon(s), 1 cave(s), Avec sous-sol",,0,499990,Appartement,Bordeaux,0,0,1,1,1,2,0,1,0
5,https://www.laforet.com/agence-immobiliere/fecamp/acheter/allouville-bellefosse/maison-5-pieces-21459687,Maison T5 pres de Allouville-Bellefosse,130,3,1988,6,"Cuisine Amenagee/equipee, 1 terrasse(s), Avec sous-sol",,1,325000,Maison,Allouville-Bellefosse,0,0,1,0,1,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/arles/acheter/chateaurenard/maison-4-pieces-21459685,Maison T4 Cha¢teaurenard,140,3,2005,2,Cuisine Amenagee,,1,441630,Maison,Cha¢teaurenard,0,0,1,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/latourdupin/acheter/les-abrets-en-dauphine/maison-4-pieces-21459634,Maison T4 pres de Les Abrets en Dauphine,119,3,2006,0,,,1,390000,Maison,Les Abrets en Dauphine,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris20gambetta/acheter/paris-20/appartement-3-pieces-21459624,Appartement T3 Paris 20,74,2,0,0,,,0,640000,Appartement,Paris 20,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/rennes/acheter/rennes/appartement-3-pieces-21459621,Appartement T3 Rennes,62,2,2012,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 garage(s)",,0,357518,Appartement,Rennes,0,0,1,1,0,1,0,0,1
4,https://www.laforet.com/agence-immobiliere/pontdecheruy/acheter/pont-de-cheruy/appartement-4-pieces-21459614,Appartement T4 Pont-de-Cheruy,88,3,1960,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s)",,0,220000,Appartement,Pont-de-Cheruy,0,0,1,1,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/appartement-3-pieces-21459580,Appartement T3 Noisy-le-Grand,64,2,1997,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,320000,Appartement,Noisy-le-Grand,0,0,1,1,0,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-2-pieces-21459579,Appartement T2 Annecy,46,1,0,6,"Cuisine Independante, 1 balcon(s), 1 cave(s)",,0,214900,Appartement,Annecy,0,0,0,0,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/palaiseau/acheter/palaiseau/appartement-4-pieces-21459555,Appartement T4 Palaiseau,68,2,1960,6,"Cuisine Amenagee/equipee, 1 balcon(s), 1 cave(s)",,0,295000,Appartement,Palaiseau,0,0,1,0,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/moissycramayel-lieusaint/acheter/moissy-cramayel/appartement-3-pieces-21459541,Appartement T3 Moissy-Cramayel,53,2,2002,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), Avec sous-sol",,0,194000,Appartement,Moissy-Cramayel,0,0,0,1,1,1,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris14alesia/acheter/paris-14/appartement-2-pieces-21459521,Appartement T2 Paris 14,38,1,0,2,1 cave(s),,0,360000,Appartement,Paris 14,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/rouen-gauche/acheter/sotteville-les-rouen/appartement-3-pieces-21459474,Appartement T3 Sotteville-les-Rouen,48,2,0,4,"1 cave(s), 1 garage(s)",,0,95000,Appartement,Sotteville-les-Rouen,0,0,0,0,0,0,0,1,1
4,https://www.laforet.com/agence-immobiliere/saintesteve/acheter/corneilla-la-riviere/maison-4-pieces-21459473,Maison T4 Corneilla-la-Riviere,80,3,2011,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,219000,Maison,Corneilla-la-Riviere,0,0,1,0,0,0,1,0,0
1,https://www.laforet.com/agence-immobiliere/rivesaltes/acheter/canet-en-roussillon/appartement-1-piece-21459445,Appartement T1 Canet-en-Roussillon,19,1,0,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,84000,Appartement,Canet-en-Roussillon,0,0,1,0,0,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/caen/acheter/herouville-saint-clair/appartement-3-pieces-21459392,Appartement T3 Herouville-Saint-Clair,64,2,1970,8,"Cuisine Amenagee, Avec ascenseur, 1 cave(s), Avec sous-sol",,0,123625,Appartement,Herouville-Saint-Clair,0,0,1,1,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/vitrysurseine/acheter/vitry-sur-seine/appartement-3-pieces-21458950,Appartement T3 pres de Vitry-sur-Seine,67,2,1959,6,"Cuisine Independante, Avec ascenseur, 1 cave(s)",,0,245000,Appartement,Vitry-sur-Seine,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/villeneuve-en-retz/acheter/bouin/maison-4-pieces-21458937,Maison T4 Bouin,52,1,1960,2,1 garage(s),,1,149900,Maison,Bouin,0,0,0,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/plateaumontvalerien/acheter/suresnes/appartement-3-pieces-21458895,Appartement T3 Suresnes,66,2,1955,6,"Cuisine Independante, 1 balcon(s), 2 cave(s)",,0,472000,Appartement,Suresnes,0,0,0,0,0,1,0,2,0
4,https://www.laforet.com/agence-immobiliere/antony/acheter/antony/maison-4-pieces-21458894,Maison T4 Antony,91,3,1992,8,"Cuisine Independante, 1 balcon(s), 1 terrasse(s), Avec sous-sol","1 place(s) int., 1 place(s) ext.",1,540000,Maison,Antony,0,2,0,0,1,1,1,0,0
1,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-17/appartement-1-piece-21458865,Appartement T1 Paris 17,12,1,0,2,1 cave(s),,0,109350,Appartement,Paris 17,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/noisy-le-grand/appartement-2-pieces-21458856,Appartement T2 Noisy-le-Grand,37,1,1993,6,"Cuisine Ouverte, Avec ascenseur, Avec sous-sol",1 place(s) int.,0,130000,Appartement,Noisy-le-Grand,0,1,0,1,1,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/cachan/acheter/l-hay-les-roses/maison-4-pieces-21458785,Maison T4 L'Haa¿-les-Roses,96,3,1930,8,"Cuisine Amenagee/equipee, 2 balcon(s), Avec sous-sol, 1 garage(s)","1 place(s) int., 1 place(s) ext.",1,445000,Maison,L'Haa¿-les-Roses,0,2,1,0,1,2,0,0,1
3,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-3-pieces-21458737,Appartement T3 Annecy,68,2,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,329000,Appartement,Annecy,0,0,0,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/annecy-parmelan/acheter/annecy/appartement-4-pieces-21458733,Appartement T4 Annecy,73,3,1970,4,"2 balcon(s), 1 cave(s)",,0,345000,Appartement,Annecy,0,0,0,0,0,2,0,1,0
4,https://www.laforet.com/agence-immobiliere/evry/acheter/evry-courcouronnes/appartement-4-pieces-21458728,Appartement T4 avry-Courcouronnes,100,3,0,4,"Cuisine Independante, 1 cave(s)",,0,179990,Appartement,avry-Courcouronnes,0,0,0,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/bourglareine/acheter/l-hay-les-roses/appartement-4-pieces-21458719,Appartement T4 L'Haa¿-les-Roses,85,3,1970,8,"Cuisine Equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",1 place(s) ext.,0,360000,Appartement,L'Haa¿-les-Roses,0,1,0,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/epinal/acheter/epinal/appartement-4-pieces-21458706,Appartement T4 pres de apinal,83,2,1963,6,"Cuisine Equipee, 1 cave(s), Avec sous-sol",,0,99900,Appartement,apinal,0,0,0,0,1,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/st-paul-les-dax/acheter/saint-paul-les-dax/maison-4-pieces-21458680,Maison T4 Saint-Paul-les-Dax,86,3,1987,4,"1 terrasse(s), 1 garage(s)",,1,319000,Maison,Saint-Paul-les-Dax,0,0,0,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/paris19jourdain/acheter/paris-19/appartement-3-pieces-21458672,Appartement T3 Paris 19,54,2,0,6,"Cuisine Americaine, Avec ascenseur, 1 cave(s)",,0,530000,Appartement,Paris 19,0,0,0,1,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/saintlaurentduvar/acheter/saint-laurent-du-var/appartement-2-pieces-21458671,Appartement T2 Saint-Laurent-du-Var,51,1,0,0,,,1,149000,Appartement,Saint-Laurent-du-Var,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/castelnau-de-medoc/acheter/carcans/maison-4-pieces-21458617,Maison T4 pres de Carcans,90,3,2018,2,1 terrasse(s),,1,361000,Maison,Carcans,0,0,0,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/colombes/acheter/colombes/maison-4-pieces-21458570,Maison T4 Colombes,100,3,0,2,Cuisine Amenagee,,1,739900,Maison,Colombes,0,0,1,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/montgeron/acheter/montgeron/maison-6-pieces-21458459,Maison T6 Montgeron,118,3,0,6,"1 terrasse(s), Avec sous-sol, 1 garage(s)",,1,379900,Maison,Montgeron,0,0,0,0,1,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/macon/acheter/fleurie/maison-5-pieces-21458441,Maison T5 Fleurie,170,3,0,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 2 cave(s)",,1,349000,Maison,Fleurie,0,0,1,0,0,0,1,2,0
4,https://www.laforet.com/agence-immobiliere/pessac/acheter/gujan-mestras/maison-4-pieces-21458423,Maison T4 Gujan-Mestras,81,3,2014,0,,,1,422000,Maison,Gujan-Mestras,0,0,0,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/voves/acheter/les-villages-voveens/maison-7-pieces-21458412,Maison T7 Les Villages Voveens,104,5,2003,2,Cuisine Amenagee/equipee,,1,170000,Maison,Les Villages Voveens,0,0,1,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/fauville-en-caux/acheter/terres-de-caux/maison-5-pieces-21458409,Maison T5 pres de Terres-de-Caux,140,4,0,6,"Cuisine Independante, 1 terrasse(s), 1 garage(s)",,1,295000,Maison,Terres-de-Caux,0,0,0,0,0,0,1,0,1
4,https://www.laforet.com/agence-immobiliere/vendenheim/acheter/vendenheim/appartement-4-pieces-21458393,Appartement T4 Vendenheim,86,2,1960,10,"Cuisine Equipee, 1 terrasse(s), 2 cave(s), Avec sous-sol, 2 garage(s)",,1,296500,Appartement,Vendenheim,0,0,0,0,1,0,1,2,2
2,https://www.laforet.com/agence-immobiliere/villemomble/acheter/le-raincy/appartement-2-pieces-21458242,Appartement T2 Le Raincy,44,1,1930,2,Cuisine Amenagee,,0,171000,Appartement,Le Raincy,0,0,1,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/saintesteve/acheter/pia/appartement-2-pieces-21458004,Appartement T2 Pia,65,1,0,0,,,0,109900,Appartement,Pia,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-2-pieces-21457913,Appartement T2 Paris 15,31,1,1960,10,"Cuisine Nue, Avec ascenseur, 1 balcon(s), 1 cave(s), Avec sous-sol",,0,349000,Appartement,Paris 15,0,0,0,1,1,1,0,1,0
2,https://www.laforet.com/agence-immobiliere/vaujours/acheter/vaujours/appartement-2-pieces-21457908,Appartement T2 pres de Vaujours,43,1,1984,6,"Cuisine Amenagee/equipee, 1 cave(s), 1 garage(s)",,0,165000,Appartement,Vaujours,0,0,1,0,0,0,0,1,1
5,https://www.laforet.com/agence-immobiliere/caen-vaucelles/acheter/caen/maison-5-pieces-21457881,Maison T5 pres de Caen,123,3,2022,6,"Cuisine Amenagee/equipee, 1 terrasse(s), 1 garage(s)",,1,380000,Maison,Caen,0,0,1,0,0,0,1,0,1
3,https://www.laforet.com/agence-immobiliere/royan/acheter/saujon/appartement-3-pieces-21457872,Appartement T3 Saujon,64,2,2006,4,"Cuisine Amenagee/equipee, 1 balcon(s)",,0,198100,Appartement,Saujon,0,0,1,0,0,1,0,0,0
7,https://www.laforet.com/agence-immobiliere/calais-jacquard/acheter/calais/maison-7-pieces-21457789,Maison T7 Calais,130,5,0,4,"Cuisine Amenagee, 1 garage(s)",,1,138550,Maison,Calais,0,0,1,0,0,0,0,0,1
7,https://www.laforet.com/agence-immobiliere/larbresle/acheter/ancy/maison-7-pieces-21457784,Maison T7 Ancy,168,5,0,12,"Cuisine Amenagee/equipee, 1 balcon(s), 1 terrasse(s), 3 cave(s), Avec sous-sol, 3 garage(s)",,1,386000,Maison,Ancy,0,0,1,0,1,1,1,3,3
7,https://www.laforet.com/agence-immobiliere/cournondauvergne/acheter/les-martres-de-veyre/maison-7-pieces-21457750,Maison T7 Les Martres-de-Veyre,160,4,1723,2,Cuisine Independante,,1,175000,Maison,Les Martres-de-Veyre,0,0,0,0,0,0,0,0,0
1,https://www.laforet.com/agence-immobiliere/chatou/acheter/chatou/appartement-1-piece-21457709,Appartement T1 Chatou,10,1,1960,0,,,0,95000,Appartement,Chatou,0,0,0,0,0,0,0,0,0
