nb_pieces,lien,titre,surface,nb_chambres,annee_constr,nb_features_int,features_int,features_ext,terrain,prix,type,villes,piscine,place_parking,cuisine_amenagee,ascenseur,sous_sol,balcons,terrasses,caves,garages
1,https://www.laforet.com/agence-immobiliere/paris20/acheter/paris-20/appartement-1-piece-21477722,Appartement T1 pres de Paris 20,27,1,1970,4,"Avec ascenseur, 1 cave(s)",,0,227000,Appartement,Paris 20,0,0,0,1,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/schiltigheim/acheter/souffelweyersheim/appartement-4-pieces-21477615,Appartement T4 Souffelweyersheim,76,2,1986,8,"Cuisine Americaine, 1 balcon(s), 1 cave(s), 1 garage(s)",,0,214000,Appartement,Souffelweyersheim,0,0,0,0,0,1,0,1,1
2,https://www.laforet.com/agence-immobiliere/armentieres/acheter/marcq-en-baroeul/appartement-2-pieces-21477582,Appartement T2 Marcq-en-BarÅul,30,1,0,4,"Cuisine Kitchenet, Avec ascenseur",,1,129600,Appartement,Marcq-en-BarÅul,0,0,0,1,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/chatillon/acheter/chatillon/maison-7-pieces-21477580,Maison T7 Cha¢tillon,150,5,2007,8,"Cuisine Americaine, 1 terrasse(s), 1 cave(s), Avec sous-sol",,1,997000,Maison,Cha¢tillon,0,0,0,0,1,0,1,1,0
4,https://www.laforet.com/agence-immobiliere/gisors/acheter/gisors/maison-4-pieces-21477506,Maison T4 pres de Gisors,100,3,1907,2,Cuisine Amenagee/equipee,,1,179000,Maison,Gisors,0,0,1,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/villenavedornon/acheter/villenave-d-ornon/maison-7-pieces-21477502,Maison T7 Villenave-d'Ornon,147,5,0,0,,,1,440000,Maison,Villenave-d'Ornon,0,0,0,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/plaisir/acheter/plaisir/maison-6-pieces-21477460,Maison T6 Plaisir,120,4,1980,6,"2 terrasse(s), 1 cave(s), Avec sous-sol",,1,489000,Maison,Plaisir,0,0,0,0,1,0,2,1,0
5,https://www.laforet.com/agence-immobiliere/montauroux/acheter/fayence/maison-5-pieces-21477447,Maison T5 pres de Fayence,123,4,2013,4,"1 terrasse(s), 1 garage(s)",Avec piscine,1,540000,Maison,Fayence,1,0,0,0,0,0,1,0,1
5,https://www.laforet.com/agence-immobiliere/redon/acheter/saint-nicolas-de-redon/maison-5-pieces-21477394,Maison T5 Saint-Nicolas-de-Redon,105,4,2007,2,1 garage(s),,1,198740,Maison,Saint-Nicolas-de-Redon,0,0,0,0,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/colombes/acheter/colombes/appartement-3-pieces-21477164,Appartement T3 Colombes,54,2,1969,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s), 1 garage(s)",,0,229000,Appartement,Colombes,0,0,1,1,0,0,0,1,1
5,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/bonneuil-sur-marne/maison-5-pieces-21476791,Maison T5 pres de Bonneuil-sur-Marne,110,3,1930,4,"Cuisine Amenagee/equipee, Avec sous-sol",,1,560000,Maison,Bonneuil-sur-Marne,0,0,1,0,1,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/montgeron/acheter/brunoy/maison-7-pieces-21476763,Maison T7 Brunoy,132,4,1979,10,"Cuisine Independante, 1 balcon(s), 1 terrasse(s), 1 cave(s), Avec sous-sol",1 place(s) ext.,1,579000,Maison,Brunoy,0,1,0,0,1,1,1,1,0
3,https://www.laforet.com/agence-immobiliere/moissycramayel-lieusaint/acheter/lieusaint/appartement-3-pieces-21476759,Appartement T3 Lieusaint,61,2,0,2,Cuisine Amenagee/equipee,,0,205000,Appartement,Lieusaint,0,0,1,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/lieusaint/acheter/moissy-cramayel/maison-5-pieces-21476758,Maison T5 Moissy-Cramayel,95,4,2017,2,Cuisine Amenagee/equipee,,1,359990,Maison,Moissy-Cramayel,0,0,1,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/lieusaint/acheter/savigny-le-temple/appartement-4-pieces-21476757,Appartement T4 Savigny-le-Temple,85,3,0,0,,,0,165000,Appartement,Savigny-le-Temple,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/noisylesec/acheter/paris-17/appartement-2-pieces-21476751,Appartement T2 Paris 17,37,1,1860,4,"Cuisine Independante, 1 cave(s)",,0,315000,Appartement,Paris 17,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/caluire/acheter/lyon-04/appartement-3-pieces-21476701,Appartement T3 Lyon 04,65,2,0,4,"Cuisine Americaine, 1 cave(s)",,0,349000,Appartement,Lyon 04,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/paris16passymuette/acheter/paris-16/appartement-5-pieces-21476658,Appartement T5 Paris 16,132,3,1914,6,"Cuisine Independante, 1 cave(s), Avec sous-sol",,0,1420000,Appartement,Paris 16,0,0,0,0,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-3-pieces-21476561,Appartement T3 pres de Elbeuf,80,2,0,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,134000,Appartement,Elbeuf,0,0,1,1,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/le-neubourg/appartement-2-pieces-21476559,Appartement T2 pres de Le Neubourg,48,1,0,4,"Cuisine Amenagee, 1 terrasse(s)",,1,129000,Appartement,Le Neubourg,0,0,1,0,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-4-pieces-21476557,Appartement T4 pres de Elbeuf,99,3,1970,4,"Avec ascenseur, 1 garage(s)",,0,129000,Appartement,Elbeuf,0,0,0,1,0,0,0,0,1
3,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-3-pieces-21476553,Appartement T3 pres de Elbeuf,70,2,0,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s), 1 garage(s)",,0,118000,Appartement,Elbeuf,0,0,1,1,0,0,0,1,1
2,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-2-pieces-21476551,Appartement T2 pres de Elbeuf,44,1,0,4,"Cuisine Amenagee/equipee, Avec ascenseur",,0,90000,Appartement,Elbeuf,0,0,1,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/saint-pierre-les-elbeuf/appartement-3-pieces-21476549,Appartement T3 pres de Saint-Pierre-les-Elbeuf,54,2,1965,2,2 cave(s),,0,68000,Appartement,Saint-Pierre-les-Elbeuf,0,0,0,0,0,0,0,2,0
2,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-2-pieces-21476547,Appartement T2 pres de Elbeuf,44,1,1971,4,"Cuisine Simple, Avec sous-sol",,0,61000,Appartement,Elbeuf,0,0,0,0,1,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/elbeuf/appartement-2-pieces-21476544,Appartement T2 pres de Elbeuf,47,1,0,2,1 cave(s),,0,59000,Appartement,Elbeuf,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/neuvesmaisons/acheter/neuves-maisons/maison-5-pieces-21476536,Maison T5 Neuves-Maisons,90,2,1930,4,"Cuisine Nue, 1 terrasse(s)",,1,131000,Maison,Neuves-Maisons,0,0,0,0,0,0,1,0,0
6,https://www.laforet.com/agence-immobiliere/01chatillon/acheter/saint-paul-de-varax/maison-6-pieces-21476521,Maison T6 pres de Saint-Paul-de-Varax,120,4,2016,4,"Cuisine Amenagee/equipee, 1 terrasse(s)",,1,320000,Maison,Saint-Paul-de-Varax,0,0,1,0,0,0,1,0,0
5,https://www.laforet.com/agence-immobiliere/paris-5-gay-lussac/acheter/montrouge/appartement-5-pieces-21476510,Appartement T5 Montrouge,111,3,0,2,1 terrasse(s),,0,997500,Appartement,Montrouge,0,0,0,0,0,0,1,0,0
5,https://www.laforet.com/agence-immobiliere/perros-guirec/acheter/brelidy/maison-5-pieces-21476494,Maison T5 pres de Brelidy,155,4,0,0,,,1,273000,Maison,Brelidy,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/elbeuf/acheter/saint-pierre-les-elbeuf/appartement-3-pieces-21476493,Appartement T3 Saint-Pierre-les-Elbeuf,65,2,70,4,"Avec ascenseur, 1 balcon(s)",,0,97000,Appartement,Saint-Pierre-les-Elbeuf,0,0,0,1,0,1,0,0,0
5,https://www.laforet.com/agence-immobiliere/plateaumontvalerien/acheter/suresnes/appartement-5-pieces-21476479,Appartement T5 Suresnes,80,4,1930,4,"Cuisine Amenagee/equipee, 1 cave(s)",,0,570000,Appartement,Suresnes,0,0,1,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-3-pieces-21476463,Appartement T3 Paris 10,77,2,1890,4,"Avec ascenseur, 1 cave(s)",,0,693000,Appartement,Paris 10,0,0,0,1,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-2-pieces-21476448,Appartement T2 Paris 10,49,1,1890,4,"Cuisine Americaine, 1 cave(s)",,0,530000,Appartement,Paris 10,0,0,0,0,0,0,0,1,0
7,https://www.laforet.com/agence-immobiliere/chillymazarin/acheter/chilly-mazarin/maison-7-pieces-21476445,Maison T7 Chilly-Mazarin,173,5,1968,4,"Cuisine Amenagee/equipee, Avec sous-sol",,1,399000,Maison,Chilly-Mazarin,0,0,1,0,1,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-2-pieces-21476442,Appartement T2 Paris 10,46,1,1963,4,"Cuisine Independante, Avec ascenseur",,0,448000,Appartement,Paris 10,0,0,0,1,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-4-pieces-21476433,Appartement T4 Paris 10,75,3,1875,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,800000,Appartement,Paris 10,0,0,0,1,0,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris10republique/acheter/paris-10/appartement-1-piece-21476432,Appartement T1 Paris 10,32,1,0,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,241500,Appartement,Paris 10,0,0,0,1,0,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-01/appartement-1-piece-21476429,Appartement T1 Paris 01,8,1,1600,0,,,0,109000,Appartement,Paris 01,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-4-pieces-21476426,Appartement T4 Paris 10,90,2,1967,8,"Cuisine Ouverte, Avec ascenseur, 1 cave(s), Avec sous-sol",,0,910000,Appartement,Paris 10,0,0,0,1,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-3-pieces-21476418,Appartement T3 Paris 10,60,2,0,4,"Cuisine Independante, 1 cave(s)",,0,500000,Appartement,Paris 10,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-2-pieces-21476416,Appartement T2 Paris 10,25,1,0,2,Cuisine Americaine,,0,250000,Appartement,Paris 10,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/muret/acheter/muret/appartement-2-pieces-21476392,Appartement T2 Muret,43,1,2006,2,Avec ascenseur,,0,102000,Appartement,Muret,0,0,0,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/argenteuil/acheter/argenteuil/appartement-3-pieces-21476382,Appartement T3 Argenteuil,52,2,0,6,"Cuisine Equipee, 1 cave(s), 1 garage(s)",,0,192000,Appartement,Argenteuil,0,0,0,0,0,0,0,1,1
9,https://www.laforet.com/agence-immobiliere/leslilas/acheter/les-lilas/maison-9-pieces-21476276,Maison T9 Les Lilas,99,3,1936,2,Cuisine Americaine,,0,445000,Maison,Les Lilas,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris15vaugirard/acheter/paris-15/appartement-3-pieces-21476273,Appartement T3 Paris 15,75,2,0,8,"Cuisine Independante, Avec ascenseur, 2 balcon(s), 1 cave(s)",,0,733500,Appartement,Paris 15,0,0,0,1,0,2,0,1,0
2,https://www.laforet.com/agence-immobiliere/paris10saintmartin/acheter/paris-10/appartement-2-pieces-21476215,Appartement T2 Paris 10,39,1,0,0,,,0,459000,Appartement,Paris 10,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/dijon-monge/acheter/dijon/appartement-4-pieces-21476213,Appartement T4 Dijon,70,2,1960,2,1 cave(s),,0,149300,Appartement,Dijon,0,0,0,0,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/leslilas/acheter/romainville/appartement-3-pieces-21476212,Appartement T3 Romainville,60,2,0,4,"Avec ascenseur, 1 terrasse(s)",,0,330000,Appartement,Romainville,0,0,0,1,0,0,1,0,0
3,https://www.laforet.com/agence-immobiliere/leslilas/acheter/romainville/appartement-3-pieces-21476205,Appartement T3 Romainville,60,2,0,4,"Avec ascenseur, 1 terrasse(s)",,0,330000,Appartement,Romainville,0,0,0,1,0,0,1,0,0
1,https://www.laforet.com/agence-immobiliere/paris9martyrs/acheter/paris-09/appartement-1-piece-21476176,Appartement T1 Paris 09,24,1,1880,4,"Cuisine Amenagee, 1 cave(s)",,0,311000,Appartement,Paris 09,0,0,1,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/marignane/acheter/vitrolles/maison-4-pieces-21476174,Maison T4 pres de Vitrolles,79,3,2006,2,Cuisine Amenagee/equipee,,1,339000,Maison,Vitrolles,0,0,1,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/rueil-malmaison/acheter/rueil-malmaison/appartement-5-pieces-21476162,Appartement T5 Rueil-Malmaison,102,3,1930,4,"Cuisine Amenagee/equipee, 1 cave(s)",,0,730000,Appartement,Rueil-Malmaison,0,0,1,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/lyon8/acheter/vaulx-en-velin/appartement-4-pieces-21476147,Appartement T4 Vaulx-en-Velin,107,3,1983,8,"Cuisine Independante, Avec ascenseur, 2 balcon(s), 1 terrasse(s)",,0,220000,Appartement,Vaulx-en-Velin,0,0,0,1,0,2,1,0,0
3,https://www.laforet.com/agence-immobiliere/clermont/acheter/liancourt/appartement-3-pieces-21476088,Appartement T3 pres de Liancourt,62,1,0,0,,,0,129000,Appartement,Liancourt,0,0,0,0,0,0,0,0,0
5,https://www.laforet.com/agence-immobiliere/clermont/acheter/avrechy/maison-5-pieces-21476080,Maison T5 pres de Avrechy,96,3,0,4,"Cuisine Amenagee, 2 cave(s)",,1,84900,Maison,Avrechy,0,0,1,0,0,0,0,2,0
3,https://www.laforet.com/agence-immobiliere/paris13-tolbiac/acheter/paris-13/appartement-3-pieces-21476030,Appartement T3 Paris 13,76,2,1980,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,730000,Appartement,Paris 13,0,0,0,1,0,1,0,1,0
5,https://www.laforet.com/agence-immobiliere/cergylehaut/acheter/pontoise/appartement-5-pieces-21476026,Appartement T5 pres de Pontoise,78,2,0,0,,,0,299500,Appartement,Pontoise,0,0,0,0,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris15pasteur/acheter/paris-15/appartement-3-pieces-21476006,Appartement T3 Paris 15,73,2,0,6,"Cuisine Amenagee/equipee, Avec ascenseur, 1 cave(s)",,0,783800,Appartement,Paris 15,0,0,1,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/paris15pasteur/acheter/paris-15/appartement-3-pieces-21476004,Appartement T3 Paris 15,55,2,1906,4,"Cuisine Amenagee/equipee, 1 cave(s)",,0,607100,Appartement,Paris 15,0,0,1,0,0,0,0,1,0
7,https://www.laforet.com/agence-immobiliere/muret/acheter/muret/maison-7-pieces-21475947,Maison T7 Muret,178,4,1998,6,"Cuisine Independante, 3 terrasse(s), 1 garage(s)",Avec piscine,1,479000,Maison,Muret,1,0,0,0,0,0,3,0,1
2,https://www.laforet.com/agence-immobiliere/serris-val-deurope/acheter/ivry-sur-seine/appartement-2-pieces-21475897,Appartement T2 Ivry-sur-Seine,31,1,0,0,,,0,189000,Appartement,Ivry-sur-Seine,0,0,0,0,0,0,0,0,0
7,https://www.laforet.com/agence-immobiliere/louhans/acheter/andelot-en-montagne/maison-7-pieces-21475885,Maison T7 pres de Andelot-en-Montagne,171,4,0,2,1 cave(s),,1,225000,Maison,Andelot-en-Montagne,0,0,0,0,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/amelie-les-bains-palalda/acheter/amelie-les-bains-palalda/appartement-1-piece-21475761,Appartement T1 Amelie-les-Bains-Palalda,21,1,1960,4,"Avec ascenseur, 1 terrasse(s)",,0,37000,Appartement,Amelie-les-Bains-Palalda,0,0,0,1,0,0,1,0,0
7,https://www.laforet.com/agence-immobiliere/pontaultcombault/acheter/pontault-combault/maison-7-pieces-21475724,Maison T7 Pontault-Combault,130,4,1990,8,"Cuisine Independante, 1 terrasse(s), 1 cave(s), 1 garage(s)",,1,443000,Maison,Pontault-Combault,0,0,0,0,0,0,1,1,1
6,https://www.laforet.com/agence-immobiliere/neauphle/acheter/neauphle-le-chateau/maison-6-pieces-21475701,Maison T6 Neauphle-le-Cha¢teau,108,4,2014,2,Cuisine Amenagee,,1,499000,Maison,Neauphle-le-Cha¢teau,0,0,1,0,0,0,0,0,0
6,https://www.laforet.com/agence-immobiliere/angers/acheter/le-plessis-grammoire/maison-6-pieces-21475666,Maison T6 Le Plessis-Grammoire,156,4,2019,6,"Cuisine Amenagee/equipee, 3 terrasse(s), 1 garage(s)",,1,452800,Maison,Le Plessis-Grammoire,0,0,1,0,0,0,3,0,1
7,https://www.laforet.com/agence-immobiliere/esseylesnancy/acheter/dombasle-sur-meurthe/maison-7-pieces-21475644,Maison T7 Dombasle-sur-Meurthe,210,3,0,0,,,0,278000,Maison,Dombasle-sur-Meurthe,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/marseille8/acheter/marseille-08/appartement-2-pieces-21475626,Appartement T2 Marseille 08,43,1,2023,6,"Cuisine Americaine, Avec ascenseur, 1 terrasse(s)",,0,260000,Appartement,Marseille 08,0,0,0,1,0,0,1,0,0
4,https://www.laforet.com/agence-immobiliere/garches/acheter/garches/appartement-4-pieces-21475617,Appartement T4 Garches,112,3,1973,10,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s), Avec sous-sol",,0,599000,Appartement,Garches,0,0,0,1,1,1,0,1,0
1,https://www.laforet.com/agence-immobiliere/colombes/acheter/colombes/appartement-1-piece-21475535,Appartement T1 Colombes,25,1,1933,6,"Cuisine Kitchenet, 1 cave(s), Avec sous-sol",,0,215000,Appartement,Colombes,0,0,0,0,1,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/fecamp/acheter/veulettes-sur-mer/maison-5-pieces-21475403,Maison T5 Veulettes-sur-Mer,128,4,2005,4,"Avec sous-sol, 1 garage(s)",,1,355000,Maison,Veulettes-sur-Mer,0,0,0,0,1,0,0,0,1
7,https://www.laforet.com/agence-immobiliere/angers/acheter/loire-authion/maison-7-pieces-21475336,Maison T7 Loire-Authion,170,4,0,2,Cuisine Amenagee/equipee,,1,499000,Maison,Loire-Authion,0,0,1,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/bonneuil-sur-marne/appartement-2-pieces-21474959,Appartement T2 pres de Bonneuil-sur-Marne,45,1,2017,4,"Avec ascenseur, 1 terrasse(s)",,0,223000,Appartement,Bonneuil-sur-Marne,0,0,0,1,0,0,1,0,0
1,https://www.laforet.com/agence-immobiliere/bonneuil-sur-marne/acheter/paris-11/appartement-1-piece-21474955,Appartement T1 pres de Paris 11,14,1,0,4,"Avec ascenseur, 1 balcon(s)",,0,151000,Appartement,Paris 11,0,0,0,1,0,1,0,0,0
2,https://www.laforet.com/agence-immobiliere/boiscolombes/acheter/bois-colombes/appartement-2-pieces-21474936,Appartement T2 Bois-Colombes,40,1,1930,4,"Cuisine Amenagee, 1 cave(s)",,0,313000,Appartement,Bois-Colombes,0,0,1,0,0,0,0,1,0
4,https://www.laforet.com/agence-immobiliere/plaisir/acheter/plaisir/appartement-4-pieces-21474932,Appartement T4 Plaisir,79,2,1970,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,194000,Appartement,Plaisir,0,0,1,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/ivrysurseine/acheter/ivry-sur-seine/appartement-3-pieces-21474919,Appartement T3 Ivry-sur-Seine,62,2,1970,2,Cuisine Amenagee,,0,225000,Appartement,Ivry-sur-Seine,0,0,1,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/paris20avron/acheter/paris-20/appartement-4-pieces-21474888,Appartement T4 Paris 20,84,3,0,8,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,699000,Appartement,Paris 20,0,0,0,1,0,1,0,1,0
4,https://www.laforet.com/agence-immobiliere/saint-malo-parame/acheter/saint-malo/appartement-4-pieces-21474802,Appartement T4 Saint-Malo,90,3,0,6,"Cuisine Nue, 1 balcon(s), 2 cave(s)",,0,366800,Appartement,Saint-Malo,0,0,0,0,0,1,0,2,0
4,https://www.laforet.com/agence-immobiliere/villemur/acheter/fronton/maison-4-pieces-21474793,Maison T4 pres de Fronton,77,3,2020,4,"Cuisine Equipee, 1 terrasse(s)",,1,224700,Maison,Fronton,0,0,0,0,0,0,1,0,0
6,https://www.laforet.com/agence-immobiliere/vanves/acheter/vanves/maison-6-pieces-21474750,Maison T6 Vanves,180,3,0,6,"1 terrasse(s), 1 cave(s), Avec sous-sol",,1,1100000,Maison,Vanves,0,0,0,0,1,0,1,1,0
3,https://www.laforet.com/agence-immobiliere/antony/acheter/antony/appartement-3-pieces-21474717,Appartement T3 Antony,78,2,0,6,"Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,450000,Appartement,Antony,0,0,0,1,0,1,0,1,0
3,https://www.laforet.com/agence-immobiliere/vanves/acheter/vanves/appartement-3-pieces-21474587,Appartement T3 Vanves,53,2,1961,4,"Cuisine Independante, 1 cave(s)",,0,300000,Appartement,Vanves,0,0,0,0,0,0,0,1,0
2,https://www.laforet.com/agence-immobiliere/vanves/acheter/vanves/appartement-2-pieces-21474571,Appartement T2 Vanves,51,1,1962,4,"Avec ascenseur, 1 cave(s)",,0,298000,Appartement,Vanves,0,0,0,1,0,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/puteaux/acheter/puteaux/appartement-3-pieces-21474569,Appartement T3 Puteaux,72,2,1995,8,"Cuisine Amenagee/equipee, Avec ascenseur, 1 balcon(s), 1 cave(s)",,0,530000,Appartement,Puteaux,0,0,1,1,0,1,0,1,0
5,https://www.laforet.com/agence-immobiliere/noisylegrand/acheter/champs-sur-marne/maison-5-pieces-21474563,Maison T5 Champs-sur-Marne,110,4,0,0,,,1,459000,Maison,Champs-sur-Marne,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/vanves/acheter/vanves/appartement-2-pieces-21474561,Appartement T2 Vanves,25,1,1930,4,"Cuisine Kitchenet, 1 cave(s)",,0,208600,Appartement,Vanves,0,0,0,0,0,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/magnyenvexin/acheter/marines/maison-5-pieces-21474536,Maison T5 pres de Marines,75,2,0,0,,,1,199900,Maison,Marines,0,0,0,0,0,0,0,0,0
4,https://www.laforet.com/agence-immobiliere/bourgoin-jallieu/acheter/saint-savin/maison-4-pieces-21474526,Maison T4 pres de Saint-Savin,93,3,2008,2,1 garage(s),,1,310000,Maison,Saint-Savin,0,0,0,0,0,0,0,0,1
4,https://www.laforet.com/agence-immobiliere/saintquentin/acheter/saint-quentin/appartement-4-pieces-21474504,Appartement T4 pres de Saint-Quentin,66,3,1970,6,"Cuisine Kitchenet, 1 balcon(s), 1 cave(s)",,1,55000,Appartement,Saint-Quentin,0,0,0,0,0,1,0,1,0
5,https://www.laforet.com/agence-immobiliere/lyon8/acheter/lyon-08/appartement-5-pieces-21474483,Appartement T5 Lyon 08,101,4,0,10,"Cuisine Independante, Avec ascenseur, 1 balcon(s), 1 cave(s), 2 garage(s)",,0,425000,Appartement,Lyon 08,0,0,0,1,0,1,0,1,2
5,https://www.laforet.com/agence-immobiliere/lyon-7/acheter/oullins/maison-5-pieces-21474477,Maison T5 Oullins,150,4,0,4,"1 cave(s), 1 garage(s)",,0,530000,Maison,Oullins,0,0,0,0,0,0,0,1,1
3,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-3-pieces-21474437,Appartement T3 Paris 15,46,2,0,6,"Cuisine Americaine, 1 cave(s), Avec sous-sol",,0,447000,Appartement,Paris 15,0,0,0,0,1,0,0,1,0
5,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/parmain/maison-5-pieces-21474433,Maison T5 Parmain,150,2,0,4,"1 terrasse(s), 2 cave(s)",,1,375000,Maison,Parmain,0,0,0,0,0,0,1,2,0
3,https://www.laforet.com/agence-immobiliere/paris13-tolbiac/acheter/paris-13/appartement-3-pieces-21474431,Appartement T3 pres de Paris 13,75,1,1925,2,Cuisine Independante,,0,639000,Appartement,Paris 13,0,0,0,0,0,0,0,0,0
2,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-2-pieces-21474427,Appartement T2 Paris 15,34,1,1958,4,"Avec ascenseur, 1 cave(s)",,0,425000,Appartement,Paris 15,0,0,0,1,0,0,0,1,0
1,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-1-piece-21474422,Appartement T1 Paris 15,31,1,1890,4,"1 cave(s), Avec sous-sol",,0,365000,Appartement,Paris 15,0,0,0,0,1,0,0,1,0
3,https://www.laforet.com/agence-immobiliere/caluire/acheter/rillieux-la-pape/appartement-3-pieces-21474421,Appartement T3 Rillieux-la-Pape,72,2,1968,4,"Cuisine Amenagee/equipee, 1 balcon(s)",,0,139000,Appartement,Rillieux-la-Pape,0,0,1,0,0,1,0,0,0
3,https://www.laforet.com/agence-immobiliere/paris15lourmel/acheter/paris-15/appartement-3-pieces-21474412,Appartement T3 Paris 15,63,2,1974,2,Avec ascenseur,,0,700000,Appartement,Paris 15,0,0,0,1,0,0,0,0,0
3,https://www.laforet.com/agence-immobiliere/beziers/acheter/agde/maison-3-pieces-21474390,Maison T3 Agde,35,2,0,0,,,0,54000,Maison,Agde,0,0,0,0,0,0,0,0,0
